SectionID,PolderID,SurveyDate,Distance,Direction,Easting,Northing,Lat,Long,mSoB,mPWD,Code
1,Polder 7/2,28-Aug-23,114.655,Embankment to River,424672.2042,484628.2694,22.46896958,89.26504639,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,116.55,Embankment to River,424672.7004,484626.4413,22.46895309,89.26505129,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,119.872,Embankment to River,424673.5699,484623.2371,22.46892418,89.2650599,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,123.465,Embankment to River,424674.5111,484619.7717,22.46889292,89.26506921,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,127.02,Embankment to River,424675.441,484616.3425,22.46886198,89.26507841,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,131.03,Embankment to River,424676.4911,484612.475,22.46882709,89.2650888,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,132.91,Embankment to River,424676.9836,484610.6619,22.46881074,89.26509368,-3.64,-3.18,River Data
1,Polder 7/2,28-Aug-23,134.232,Embankment to River,424677.3299,484609.3865,22.46879923,89.2650971,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,136.003,Embankment to River,424677.7935,484607.6789,22.46878382,89.26510169,-3.54,-3.08,River Data
1,Polder 7/2,28-Aug-23,138.598,Embankment to River,424678.4731,484605.1753,22.46876124,89.26510842,-3.44,-2.98,River Data
1,Polder 7/2,28-Aug-23,142.602,Embankment to River,424679.5213,484601.3139,22.4687264,89.26511879,-3.34,-2.88,River Data
1,Polder 7/2,28-Aug-23,144.411,Embankment to River,424679.9952,484599.5691,22.46871066,89.26512348,-3.34,-2.88,River Data
1,Polder 7/2,28-Aug-23,147.96,Embankment to River,424680.9243,484596.1469,22.46867979,89.26513267,-3.24,-2.78,River Data
1,Polder 7/2,28-Aug-23,151.979,Embankment to River,424681.9762,484592.2704,22.46864482,89.26514308,-3.04,-2.58,River Data
1,Polder 7/2,28-Aug-23,155.544,Embankment to River,424682.91,484588.8321,22.4686138,89.26515232,-2.84,-2.38,River Data
1,Polder 7/2,28-Aug-23,159.554,Embankment to River,424683.9601,484584.9647,22.46857891,89.26516271,-2.54,-2.08,River Data
1,Polder 7/2,28-Aug-23,163.112,Embankment to River,424684.8909,484581.5325,22.46854795,89.26517192,-2.34,-1.88,River Data
1,Polder 7/2,28-Aug-23,167.132,Embankment to River,424685.9439,484577.656,22.46851298,89.26518234,-2.04,-1.58,River Data
1,Polder 7/2,28-Aug-23,170.689,Embankment to River,424686.8758,484574.2247,22.46848202,89.26519156,-1.74,-1.28,River Data
1,Polder 7/2,28-Aug-23,172.925,Embankment to River,424687.4613,484572.0678,22.46846256,89.26519735,-1.64,-1.18,River Data
1,Polder 7/2,28-Aug-23,176.483,Embankment to River,424688.3922,484568.6366,22.46843161,89.26520657,-1.24,-0.78,River Data
1,Polder 7/2,28-Aug-23,180.503,Embankment to River,424689.4451,484564.7591,22.46839663,89.26521698,-0.94,-0.48,River Data
1,Polder 7/2,28-Aug-23,184.5,Embankment to River,424690.4915,484560.9037,22.46836185,89.26522734,-0.74,-0.28,River Data
1,Polder 7/2,28-Aug-23,188.078,Embankment to River,424691.428,484557.4534,22.46833072,89.2652366,-0.54,-0.08,River Data
1,Polder 7/2,28-Aug-23,192.075,Embankment to River,424692.4744,484553.598,22.46829594,89.26524696,-0.44,0.02,River Data
1,Polder 7/2,28-Aug-23,197.885,Embankment to River,424693.9955,484547.9948,22.46824539,89.26526201,-0.44,0.02,River Data
1,Polder 7/2,28-Aug-23,201.914,Embankment to River,424695.0513,484544.1093,22.46821034,89.26527246,-0.94,-0.48,River Data
1,Polder 7/2,28-Aug-23,205.354,Embankment to River,424695.9514,484540.7916,22.46818041,89.26528136,-0.34,0.12,River Data
1,Polder 7/2,28-Aug-23,206.781,Embankment to River,424696.3257,484539.4147,22.46816799,89.26528507,-0.04,0.42,River Data
1,Polder 7/2,28-Aug-23,208.572,Embankment to River,424696.7939,484537.687,22.4681524,89.2652897,0.06,0.52,River Data
2,Polder 7/2,28-Aug-23,-1.5,Embankment to River,424424.7995,484714.6125,22.46973857,89.2626376,3.689,4.149,Embankment
2,Polder 7/2,28-Aug-23,0,Embankment to River,424425.1391,484713.1523,22.4697254,89.26264097,3.849,4.309,CL
2,Polder 7/2,28-Aug-23,1.5,Embankment to River,424425.4787,484711.6921,22.46971222,89.26264434,3.869,4.329,Embankment
2,Polder 7/2,28-Aug-23,2.5,Embankment to River,424425.7051,484710.719,22.46970344,89.26264659,3.089,3.549,Slope
2,Polder 7/2,28-Aug-23,3.5,Embankment to River,424425.9315,484709.7448,22.46969465,89.26264884,2.329,2.789,Slope
2,Polder 7/2,28-Aug-23,8.5,Embankment to River,424427.0626,484704.8782,22.46965074,89.26266006,1.669,2.129,Slope
2,Polder 7/2,28-Aug-23,13.5,Embankment to River,424428.1936,484700.0105,22.46960682,89.26267129,1.589,2.049,Slope
2,Polder 7/2,28-Aug-23,18.5,Embankment to River,424429.3247,484695.1438,22.46956291,89.26268251,1.459,1.919,Slope
2,Polder 7/2,28-Aug-23,23.5,Embankment to River,424430.4557,484690.2761,22.46951899,89.26269374,1.339,1.799,Slope
2,Polder 7/2,28-Aug-23,28.5,Embankment to River,424431.5878,484685.4094,22.46947507,89.26270498,0.749,1.209,Slope
2,Polder 7/2,28-Aug-23,30.875,Embankment to River,424432.1252,484683.0966,22.4694542,89.26271031,-0.14,0.32,Slope
2,Polder 7/2,28-Aug-23,33.481,Embankment to River,424432.7142,484680.5599,22.46943131,89.26271616,-0.74,-0.28,River Data
2,Polder 7/2,28-Aug-23,35.654,Embankment to River,424433.2056,484678.4449,22.46941223,89.26272103,-0.64,-0.18,River Data
2,Polder 7/2,28-Aug-23,37.377,Embankment to River,424433.5959,484676.7677,22.4693971,89.26272491,-0.14,0.32,River Data
2,Polder 7/2,28-Aug-23,39.57,Embankment to River,424434.0919,484674.6337,22.46937784,89.26272983,-0.54,-0.08,River Data
2,Polder 7/2,28-Aug-23,41.37,Embankment to River,424434.4997,484672.8802,22.46936202,89.26273388,-0.74,-0.28,River Data
2,Polder 7/2,28-Aug-23,43.652,Embankment to River,424435.0159,484670.6588,22.46934198,89.262739,-0.94,-0.48,River Data
2,Polder 7/2,28-Aug-23,47.144,Embankment to River,424435.8056,484667.2604,22.46931131,89.26274684,-1.24,-0.78,River Data
2,Polder 7/2,28-Aug-23,49.336,Embankment to River,424436.3016,484665.1263,22.46929206,89.26275176,-1.44,-0.98,River Data
2,Polder 7/2,28-Aug-23,52.937,Embankment to River,424437.1161,484661.6204,22.46926042,89.26275985,-1.74,-1.28,River Data
2,Polder 7/2,28-Aug-23,55.479,Embankment to River,424437.6913,484659.1459,22.4692381,89.26276555,-1.94,-1.48,River Data
2,Polder 7/2,28-Aug-23,58.326,Embankment to River,424438.3355,484656.3741,22.46921309,89.26277195,-2.14,-1.68,River Data
2,Polder 7/2,28-Aug-23,61.545,Embankment to River,424439.0644,484653.2408,22.46918481,89.26277918,-2.44,-1.98,River Data
2,Polder 7/2,28-Aug-23,65.105,Embankment to River,424439.8697,484649.7761,22.46915355,89.26278718,-2.74,-2.28,River Data
2,Polder 7/2,28-Aug-23,68.706,Embankment to River,424440.6842,484646.2712,22.46912193,89.26279526,-3.04,-2.58,River Data
2,Polder 7/2,28-Aug-23,72.294,Embankment to River,424441.533,484642.7856,22.46909048,89.26280368,-3.24,-2.78,River Data
2,Polder 7/2,28-Aug-23,75.056,Embankment to River,424442.1911,484640.1055,22.4690663,89.2628102,-3.34,-2.88,River Data
2,Polder 7/2,28-Aug-23,77.282,Embankment to River,424442.6623,484637.931,22.46904667,89.26281489,-3.44,-2.98,River Data
2,Polder 7/2,28-Aug-23,81.275,Embankment to River,424443.5671,484634.0444,22.46901161,89.26282387,-3.54,-3.08,River Data
2,Polder 7/2,28-Aug-23,84.866,Embankment to River,424444.3808,484630.5495,22.46898007,89.26283194,-3.54,-3.08,River Data
2,Polder 7/2,28-Aug-23,89.995,Embankment to River,424445.5273,484625.5536,22.46893499,89.26284332,-3.64,-3.18,River Data
2,Polder 7/2,28-Aug-23,94.62,Embankment to River,424446.5917,484621.0551,22.4688944,89.26285388,-3.64,-3.18,River Data
2,Polder 7/2,28-Aug-23,98.231,Embankment to River,424447.41,484617.5402,22.46886269,89.262862,-3.64,-3.18,River Data
2,Polder 7/2,28-Aug-23,100.501,Embankment to River,424447.9235,484615.3308,22.46884275,89.2628671,-3.64,-3.18,River Data
2,Polder 7/2,28-Aug-23,104.396,Embankment to River,424448.8062,484611.5386,22.46880854,89.26287586,-3.64,-3.18,River Data
2,Polder 7/2,28-Aug-23,108.007,Embankment to River,424449.6245,484608.0237,22.46877682,89.26288398,-3.54,-3.08,River Data
2,Polder 7/2,28-Aug-23,110.202,Embankment to River,424450.1225,484605.8876,22.46875755,89.26288893,-3.54,-3.08,River Data
2,Polder 7/2,28-Aug-23,114.195,Embankment to River,424451.0263,484602.0011,22.46872248,89.2628979,-3.44,-2.98,River Data
2,Polder 7/2,28-Aug-23,116.387,Embankment to River,424451.5234,484599.867,22.46870322,89.26290283,-3.44,-2.98,River Data
2,Polder 7/2,28-Aug-23,120.37,Embankment to River,424452.4263,484595.9905,22.46866824,89.26291179,-3.34,-2.88,River Data
2,Polder 7/2,28-Aug-23,122.662,Embankment to River,424452.9455,484593.76,22.46864812,89.26291694,-3.34,-2.88,River Data
2,Polder 7/2,28-Aug-23,126.536,Embankment to River,424453.8226,484589.9889,22.46861409,89.26292565,-3.24,-2.78,River Data
2,Polder 7/2,28-Aug-23,130.519,Embankment to River,424454.7256,484586.1124,22.46857911,89.26293461,-3.04,-2.58,River Data
2,Polder 7/2,28-Aug-23,134.582,Embankment to River,424455.6429,484582.1557,22.46854341,89.26294372,-2.94,-2.48,River Data
2,Polder 7/2,28-Aug-23,136.707,Embankment to River,424456.1274,484580.0888,22.46852476,89.26294852,-2.64,-2.18,River Data
2,Polder 7/2,28-Aug-23,140.298,Embankment to River,424457.0414,484576.6169,22.46849344,89.26295757,-2.44,-1.98,River Data
2,Polder 7/2,28-Aug-23,142.892,Embankment to River,424457.5292,484574.0692,22.46847045,89.26296244,-2.24,-1.78,River Data
2,Polder 7/2,28-Aug-23,146.495,Embankment to River,424458.3456,484570.5613,22.4684388,89.26297054,-2.14,-1.68,River Data
2,Polder 7/2,28-Aug-23,148.697,Embankment to River,424458.8445,484568.4182,22.46841946,89.26297549,-1.94,-1.48,River Data
2,Polder 7/2,28-Aug-23,150.955,Embankment to River,424459.3563,484566.2208,22.46839963,89.26298057,-1.74,-1.28,River Data
2,Polder 7/2,28-Aug-23,154.851,Embankment to River,424460.239,484562.4287,22.46836541,89.26298933,-1.54,-1.08,River Data
2,Polder 7/2,28-Aug-23,158.868,Embankment to River,424461.1493,484558.518,22.46833013,89.26299836,-1.24,-0.78,River Data
2,Polder 7/2,28-Aug-23,161.135,Embankment to River,424461.6629,484556.3116,22.46831022,89.26300346,-1.14,-0.68,River Data
2,Polder 7/2,28-Aug-23,165.031,Embankment to River,424462.5456,484552.5195,22.468276,89.26301222,-0.94,-0.48,River Data
2,Polder 7/2,28-Aug-23,167.313,Embankment to River,424463.0629,484550.298,22.46825596,89.26301736,-0.74,-0.28,River Data
2,Polder 7/2,28-Aug-23,171.229,Embankment to River,424463.9502,484546.4868,22.46822157,89.26302616,-0.64,-0.18,River Data
2,Polder 7/2,28-Aug-23,175.224,Embankment to River,424464.8549,484542.5983,22.46818648,89.26303514,-0.54,-0.08,River Data
2,Polder 7/2,28-Aug-23,177.503,Embankment to River,424465.3713,484540.3788,22.46816646,89.26304027,-0.44,0.02,River Data
2,Polder 7/2,28-Aug-23,181.769,Embankment to River,424466.3377,484536.2272,22.468129,89.26304986,-0.34,0.12,River Data
2,Polder 7/2,28-Aug-23,183.973,Embankment to River,424466.8375,484534.081,22.46810963,89.26305482,-0.34,0.12,River Data
2,Polder 7/2,28-Aug-23,186.56,Embankment to River,424467.4239,484531.5633,22.46808692,89.26306064,-0.24,0.22,River Data
2,Polder 7/2,28-Aug-23,188.765,Embankment to River,424467.9237,484529.4172,22.46806755,89.2630656,-0.84,-0.38,River Data
3,Polder 7/2,28-Aug-23,0,Embankment to River,424210.5356,484655.5081,22.46919513,89.26055788,3.351,3.811,Embankment
3,Polder 7/2,28-Aug-23,1.5,Embankment to River,424211.0351,484654.0946,22.46918238,89.2605628,3.411,3.871,CL
3,Polder 7/2,28-Aug-23,3,Embankment to River,424211.5346,484652.6812,22.46916964,89.26056773,3.221,3.681,Embankment
3,Polder 7/2,28-Aug-23,6,Embankment to River,424212.5336,484649.8543,22.46914414,89.26057757,0.991,1.451,Slope
3,Polder 7/2,28-Aug-23,11,Embankment to River,424214.1976,484645.1429,22.46910166,89.26059397,-0.009,0.451,Slope
3,Polder 7/2,28-Aug-23,16,Embankment to River,424215.8625,484640.4315,22.46905917,89.26061038,-0.079,0.381,Slope
3,Polder 7/2,28-Aug-23,20,Embankment to River,424217.1945,484636.6623,22.46902518,89.26062351,-0.829,-0.369,River Data
3,Polder 7/2,28-Aug-23,22.964,Embankment to River,424218.1811,484633.8687,22.46899999,89.26063323,-2.04,-1.58,River Data
3,Polder 7/2,28-Aug-23,25.862,Embankment to River,424219.146,484631.1375,22.46897536,89.26064274,-2.34,-1.88,River Data
3,Polder 7/2,28-Aug-23,28.733,Embankment to River,424220.1015,484628.4324,22.46895097,89.26065215,-2.54,-2.08,River Data
3,Polder 7/2,28-Aug-23,32.143,Embankment to River,424221.2367,484625.22,22.468922,89.26066334,-2.74,-2.28,River Data
3,Polder 7/2,28-Aug-23,34.472,Embankment to River,424222.0124,484623.0254,22.46890221,89.26067099,-2.94,-2.48,River Data
3,Polder 7/2,28-Aug-23,36.289,Embankment to River,424222.6169,484621.3129,22.46888677,89.26067694,-3.24,-2.78,River Data
3,Polder 7/2,28-Aug-23,40.231,Embankment to River,424223.9299,484617.5981,22.46885327,89.26068988,-3.54,-3.08,River Data
3,Polder 7/2,28-Aug-23,42.089,Embankment to River,424224.5486,484615.8475,22.46883748,89.26069598,-3.84,-3.38,River Data
3,Polder 7/2,28-Aug-23,45.467,Embankment to River,424225.6734,484612.6642,22.46880878,89.26070707,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,48.942,Embankment to River,424226.8303,484609.3894,22.46877925,89.26071847,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,50.774,Embankment to River,424227.4395,484607.6629,22.46876368,89.26072447,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,54.698,Embankment to River,424228.7459,484603.9662,22.46873034,89.26073735,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,58.173,Embankment to River,424229.9029,484600.6914,22.46870081,89.26074875,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,61.657,Embankment to River,424231.0637,484597.4085,22.46867121,89.26076019,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,65.16,Embankment to River,424232.2291,484594.1075,22.46864144,89.26077167,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,68.636,Embankment to River,424233.386,484590.8326,22.46861191,89.26078308,-3.94,-3.48,River Data
3,Polder 7/2,28-Aug-23,72.098,Embankment to River,424234.5392,484587.5698,22.46858249,89.26079444,-3.84,-3.38,River Data
3,Polder 7/2,28-Aug-23,76.137,Embankment to River,424235.8844,484583.7634,22.46854816,89.2608077,-3.74,-3.28,River Data
3,Polder 7/2,28-Aug-23,79.64,Embankment to River,424237.0498,484580.4624,22.46851839,89.26081918,-3.74,-3.28,River Data
3,Polder 7/2,28-Aug-23,83.115,Embankment to River,424238.2068,484577.1876,22.46848886,89.26083059,-3.54,-3.08,River Data
3,Polder 7/2,28-Aug-23,87.173,Embankment to River,424239.5587,484573.3641,22.46845438,89.26084391,-3.44,-2.98,River Data
3,Polder 7/2,28-Aug-23,90.645,Embankment to River,424240.7137,484570.0933,22.46842489,89.26085529,-3.24,-2.78,River Data
3,Polder 7/2,28-Aug-23,94.703,Embankment to River,424242.0655,484566.2687,22.4683904,89.26086861,-3.14,-2.68,River Data
3,Polder 7/2,28-Aug-23,98.178,Embankment to River,424243.2225,484562.9939,22.46836087,89.26088002,-3.04,-2.58,River Data
3,Polder 7/2,28-Aug-23,102.227,Embankment to River,424244.5705,484559.1794,22.46832647,89.2608933,-2.84,-2.38,River Data
3,Polder 7/2,28-Aug-23,105.702,Embankment to River,424245.7275,484555.9046,22.46829694,89.2609047,-2.64,-2.18,River Data
3,Polder 7/2,28-Aug-23,109.728,Embankment to River,424247.0679,484552.1103,22.46826272,89.26091791,-2.34,-1.88,River Data
3,Polder 7/2,28-Aug-23,113.241,Embankment to River,424248.2372,484548.8002,22.46823288,89.26092944,-2.04,-1.58,River Data
3,Polder 7/2,28-Aug-23,117.261,Embankment to River,424249.5758,484545.0119,22.46819871,89.26094263,-1.84,-1.38,River Data
3,Polder 7/2,28-Aug-23,120.765,Embankment to River,424250.7422,484541.7109,22.46816895,89.26095412,-1.54,-1.08,River Data
3,Polder 7/2,28-Aug-23,124.791,Embankment to River,424252.0826,484537.9166,22.46813473,89.26096733,-1.54,-1.08,River Data
3,Polder 7/2,28-Aug-23,128.298,Embankment to River,424253.25,484534.6126,22.46810494,89.26097884,-1.84,-1.38,River Data
3,Polder 7/2,28-Aug-23,132.324,Embankment to River,424254.5904,484530.8183,22.46807072,89.26099205,-1.84,-1.38,River Data
3,Polder 7/2,28-Aug-23,135.822,Embankment to River,424255.755,484527.5223,22.468041,89.26100352,-1.14,-0.68,River Data
3,Polder 7/2,28-Aug-23,139.858,Embankment to River,424257.0982,484523.7189,22.4680067,89.26101676,-0.64,-0.18,River Data
3,Polder 7/2,28-Aug-23,143.361,Embankment to River,424258.2647,484520.4179,22.46797693,89.26102826,-0.54,-0.08,River Data
3,Polder 7/2,28-Aug-23,147.391,Embankment to River,424259.6071,484516.6205,22.46794269,89.26104149,-0.24,0.22,River Data
3,Polder 7/2,28-Aug-23,149.152,Embankment to River,424260.1926,484514.9615,22.46792773,89.26104726,-0.04,0.42,River Data
3,Polder 7/2,28-Aug-23,153.21,Embankment to River,424261.5445,484511.137,22.46789324,89.26106058,0.06,0.52,River Data
3,Polder 7/2,28-Aug-23,155.614,Embankment to River,424262.3448,484508.8719,22.46787282,89.26106847,0.16,0.62,River Data
3,Polder 7/2,28-Aug-23,158.472,Embankment to River,424263.2954,484506.1789,22.46784853,89.26107784,0.16,0.62,River Data
4,Polder 7/2,28-Aug-23,0,Embankment to River,423979.5721,484577.6714,22.46848169,89.25831677,3.951,4.411,Embankment
4,Polder 7/2,28-Aug-23,0.5,Embankment to River,423979.7779,484577.2165,22.46847759,89.25831879,3.951,4.411,Cl
4,Polder 7/2,28-Aug-23,1,Embankment to River,423979.9837,484576.7615,22.46847349,89.25832081,3.981,4.441,Embankment
4,Polder 7/2,28-Aug-23,5,Embankment to River,423981.6321,484573.12,22.46844067,89.25833701,2.171,2.631,Slope
4,Polder 7/2,28-Aug-23,8.999,Embankment to River,423983.2795,484569.4775,22.46840784,89.25835319,1.709,2.169,Slope
4,Polder 7/2,28-Aug-23,12.999,Embankment to River,423984.9279,484565.8359,22.46837502,89.25836939,1.369,1.829,Slope
4,Polder 7/2,28-Aug-23,17.323,Embankment to River,423986.7093,484561.8988,22.46833953,89.2583869,-1.84,-1.38,River Data
4,Polder 7/2,28-Aug-23,19.438,Embankment to River,423987.5804,484559.9732,22.46832218,89.25839545,-2.34,-1.88,River Data
4,Polder 7/2,28-Aug-23,21.83,Embankment to River,423988.5664,484557.7963,22.46830256,89.25840514,-2.64,-2.18,River Data
4,Polder 7/2,28-Aug-23,24.131,Embankment to River,423989.514,484555.7001,22.46828366,89.25841445,-3.14,-2.68,River Data
4,Polder 7/2,28-Aug-23,26.566,Embankment to River,423990.5172,484553.483,22.46826368,89.25842431,-3.54,-3.08,River Data
4,Polder 7/2,28-Aug-23,28.957,Embankment to River,423991.5032,484551.3061,22.46824406,89.258434,-3.84,-3.38,River Data
4,Polder 7/2,28-Aug-23,31.353,Embankment to River,423992.4901,484549.1242,22.46822439,89.2584437,-3.94,-3.48,River Data
4,Polder 7/2,28-Aug-23,33.797,Embankment to River,423993.4972,484546.8999,22.46820435,89.25845359,-4.14,-3.68,River Data
4,Polder 7/2,28-Aug-23,37.781,Embankment to River,423995.1378,484543.2715,22.46817164,89.25846971,-4.24,-3.78,River Data
4,Polder 7/2,28-Aug-23,39.493,Embankment to River,423995.8443,484541.713,22.4681576,89.25847665,-4.44,-3.98,River Data
4,Polder 7/2,28-Aug-23,43.568,Embankment to River,423997.5223,484538.0029,22.46812416,89.25849314,-4.64,-4.18,River Data
4,Polder 7/2,28-Aug-23,45.921,Embankment to River,423998.492,484535.8603,22.46810485,89.25850267,-4.54,-4.08,River Data
4,Polder 7/2,28-Aug-23,49.316,Embankment to River,423999.8916,484532.7686,22.46807698,89.25851642,-4.44,-3.98,River Data
4,Polder 7/2,28-Aug-23,53.391,Embankment to River,424001.5696,484529.0595,22.46804355,89.25853291,-4.44,-3.98,River Data
4,Polder 7/2,28-Aug-23,55.782,Embankment to River,424002.5556,484526.8816,22.46802392,89.2585426,-4.44,-3.98,River Data
4,Polder 7/2,28-Aug-23,59.848,Embankment to River,424004.2308,484523.1795,22.46799055,89.25855906,-4.44,-3.98,River Data
4,Polder 7/2,28-Aug-23,62.334,Embankment to River,424005.255,484520.9159,22.46797015,89.25856912,-4.24,-3.78,River Data
4,Polder 7/2,28-Aug-23,66.28,Embankment to River,424006.8804,484517.3238,22.46793777,89.25858509,-4.14,-3.68,River Data
4,Polder 7/2,28-Aug-23,70.354,Embankment to River,424008.5594,484513.6137,22.46790433,89.25860159,-3.94,-3.48,River Data
4,Polder 7/2,28-Aug-23,72.067,Embankment to River,424009.2649,484512.0542,22.46789028,89.25860852,-3.94,-3.48,River Data
4,Polder 7/2,28-Aug-23,74.51,Embankment to River,424010.272,484509.8299,22.46787023,89.25861841,-3.84,-3.38,River Data
4,Polder 7/2,28-Aug-23,80.207,Embankment to River,424012.6191,484504.643,22.46782348,89.25864148,-3.74,-3.28,River Data
4,Polder 7/2,28-Aug-23,82.598,Embankment to River,424013.6041,484502.4652,22.46780385,89.25865115,-3.64,-3.18,River Data
4,Polder 7/2,28-Aug-23,84.956,Embankment to River,424014.5757,484500.3186,22.4677845,89.2586607,-3.54,-3.08,River Data
4,Polder 7/2,28-Aug-23,87.476,Embankment to River,424015.6143,484498.0237,22.46776382,89.25867091,-3.34,-2.88,River Data
4,Polder 7/2,28-Aug-23,91.46,Embankment to River,424017.256,484494.3963,22.46773112,89.25868704,-3.24,-2.78,River Data
4,Polder 7/2,28-Aug-23,96.21,Embankment to River,424019.2126,484490.0718,22.46769215,89.25870626,-2.94,-2.48,River Data
4,Polder 7/2,28-Aug-23,98.691,Embankment to River,424020.235,484487.8123,22.46767178,89.25871631,-2.74,-2.28,River Data
4,Polder 7/2,28-Aug-23,102.705,Embankment to River,424021.8891,484484.1576,22.46763884,89.25873256,-2.54,-2.08,River Data
4,Polder 7/2,28-Aug-23,105.875,Embankment to River,424023.1948,484481.2716,22.46761283,89.25874539,-2.24,-1.78,River Data
4,Polder 7/2,28-Aug-23,109.859,Embankment to River,424024.8365,484477.6432,22.46758013,89.25876152,-2.04,-1.58,River Data
4,Polder 7/2,28-Aug-23,113.05,Embankment to River,424026.1507,484474.7381,22.46755394,89.25877443,-1.74,-1.28,River Data
4,Polder 7/2,28-Aug-23,117.748,Embankment to River,424028.0863,484470.461,22.46751539,89.25879345,-1.44,-0.98,River Data
