SectionID,PolderID,SurveyDate,Distance,Direction,Easting,Northing,Lat,Long,mSoB,mPWD,Code
1,Polder 7/2,19-Aug-23,54.062,Embankment to River,417210.0924,495348.5649,22.56546104,89.19195612,-3.79,-3.33,River Data
1,Polder 7/2,19-Aug-23,58.944,Embankment to River,417205.7871,495350.8616,22.56548157,89.19191413,-3.49,-3.03,River Data
1,Polder 7/2,19-Aug-23,62.053,Embankment to River,417203.0454,495352.3233,22.56549464,89.19188738,-3.29,-2.83,River Data
1,Polder 7/2,19-Aug-23,65.953,Embankment to River,417199.6065,495354.1578,22.56551104,89.19185384,-3.09,-2.63,River Data
1,Polder 7/2,19-Aug-23,67.595,Embankment to River,417198.1586,495354.9306,22.56551796,89.19183972,-2.99,-2.53,River Data
1,Polder 7/2,19-Aug-23,71.364,Embankment to River,417194.8354,495356.7028,22.5655338,89.1918073,-2.69,-2.23,River Data
1,Polder 7/2,19-Aug-23,75.4,Embankment to River,417191.2758,495358.6017,22.56555078,89.19177258,-1.89,-1.43,River Data
2,Polder 7/2,19-Aug-23,0,Embankment to River,417192.6699,495193.7692,22.5640619,89.19179482,2.859,3.319,Embankment
2,Polder 7/2,19-Aug-23,1.5,Embankment to River,417191.4189,495194.5951,22.5640693,89.19178261,2.989,3.449,CL
2,Polder 7/2,19-Aug-23,3,Embankment to River,417190.169,495195.4219,22.5640767,89.19177041,2.809,3.269,Embankment
2,Polder 7/2,19-Aug-23,4,Embankment to River,417189.3343,495195.9725,22.56408164,89.19176226,1.919,2.379,Slope
2,Polder 7/2,19-Aug-23,5.999,Embankment to River,417187.6671,495197.0736,22.5640915,89.19174599,0.879,1.339,Slope
2,Polder 7/2,19-Aug-23,8.999,Embankment to River,417185.1652,495198.7264,22.56410631,89.19172157,-0.041,0.419,Slope
2,Polder 7/2,19-Aug-23,12.069,Embankment to River,417182.605,495200.4173,22.56412146,89.19169658,-2.7,-2.24,River Data
2,Polder 7/2,19-Aug-23,13.71,Embankment to River,417181.2367,495201.3215,22.56412956,89.19168322,-3,-2.54,River Data
2,Polder 7/2,19-Aug-23,15.145,Embankment to River,417180.041,495202.1122,22.56413664,89.19167155,-3.1,-2.64,River Data
2,Polder 7/2,19-Aug-23,16.582,Embankment to River,417178.8414,495202.9041,22.56414374,89.19165984,-3.5,-3.04,River Data
2,Polder 7/2,19-Aug-23,18.017,Embankment to River,417177.6447,495203.6949,22.56415082,89.19164816,-4.4,-3.94,River Data
2,Polder 7/2,19-Aug-23,20.826,Embankment to River,417175.3026,495205.2414,22.56416468,89.1916253,-4.8,-4.34,River Data
2,Polder 7/2,19-Aug-23,23.333,Embankment to River,417173.2121,495206.623,22.56417706,89.19160489,-5.1,-4.64,River Data
2,Polder 7/2,19-Aug-23,27.214,Embankment to River,417169.9752,495208.7603,22.5641962,89.1915733,-4.8,-4.34,River Data
2,Polder 7/2,19-Aug-23,29.657,Embankment to River,417167.938,495210.1068,22.56420827,89.19155341,-4.3,-3.84,River Data
2,Polder 7/2,19-Aug-23,33.535,Embankment to River,417164.7041,495212.2431,22.56422741,89.19152185,-4.3,-3.84,River Data
2,Polder 7/2,19-Aug-23,37.417,Embankment to River,417161.4672,495214.3814,22.56424656,89.19149025,-4.3,-3.84,River Data
2,Polder 7/2,19-Aug-23,39.86,Embankment to River,417159.43,495215.7269,22.56425862,89.19147037,-4.4,-3.94,River Data
2,Polder 7/2,19-Aug-23,43.891,Embankment to River,417156.0688,495217.9477,22.56427851,89.19143756,-4.3,-3.84,River Data
2,Polder 7/2,19-Aug-23,47.772,Embankment to River,417152.8319,495220.0851,22.56429766,89.19140597,-4.1,-3.64,River Data
2,Polder 7/2,19-Aug-23,51.076,Embankment to River,417150.0765,495221.9058,22.56431398,89.19137907,-4.1,-3.64,River Data
2,Polder 7/2,19-Aug-23,55.107,Embankment to River,417146.7153,495224.1256,22.56433386,89.19134626,-4,-3.54,River Data
2,Polder 7/2,19-Aug-23,58.988,Embankment to River,417143.4784,495226.264,22.56435302,89.19131467,-3.9,-3.44,River Data
2,Polder 7/2,19-Aug-23,63.73,Embankment to River,417139.5233,495228.8766,22.56437643,89.19127606,-3.7,-3.24,River Data
2,Polder 7/2,19-Aug-23,67.549,Embankment to River,417136.3387,495230.9799,22.56439527,89.19124498,-3.5,-3.04,River Data
2,Polder 7/2,19-Aug-23,71.048,Embankment to River,417133.4205,495232.9079,22.56441254,89.1912165,-3.4,-2.94,River Data
2,Polder 7/2,19-Aug-23,77.389,Embankment to River,417128.1326,495236.401,22.56444384,89.19116488,-2.8,-2.34,River Data
2,Polder 7/2,19-Aug-23,81.415,Embankment to River,417124.7753,495238.6188,22.56446371,89.19113211,-2.5,-2.04,River Data
2,Polder 7/2,19-Aug-23,85.293,Embankment to River,417121.5414,495240.755,22.56448285,89.19110055,-2.1,-1.64,River Data
2,Polder 7/2,19-Aug-23,89.976,Embankment to River,417117.6357,495243.3347,22.56450596,89.19106242,-1.9,-1.44,River Data
2,Polder 7/2,19-Aug-23,92.631,Embankment to River,417115.4218,495244.7967,22.56451906,89.19104081,-1.7,-1.24,River Data
2,Polder 7/2,19-Aug-23,94.863,Embankment to River,417113.5612,495246.0267,22.56453008,89.19102265,-1.4,-0.94,River Data
2,Polder 7/2,19-Aug-23,98.181,Embankment to River,417110.7939,495247.8547,22.56454645,89.19099564,-1.3,-0.84,River Data
2,Polder 7/2,19-Aug-23,99.181,Embankment to River,417109.9603,495248.4052,22.56455139,89.1909875,-1.3,-0.84,River Data
3,Polder 7/2,19-Aug-23,0,Embankment to River,417108.4654,495051.093,22.56276897,89.19098336,3.426,3.886,Embankment
3,Polder 7/2,19-Aug-23,2,Embankment to River,417106.7941,495052.1892,22.56277879,89.19096705,3.586,4.046,Cl
3,Polder 7/2,19-Aug-23,4,Embankment to River,417105.1227,495053.2845,22.5627886,89.19095074,3.516,3.976,Embankment
3,Polder 7/2,19-Aug-23,7,Embankment to River,417102.6146,495054.9283,22.56280333,89.19092626,2.506,2.966,Slope
3,Polder 7/2,19-Aug-23,10,Embankment to River,417100.1065,495056.5722,22.56281805,89.19090178,1.526,1.986,Slope
3,Polder 7/2,19-Aug-23,15,Embankment to River,417095.9281,495059.3122,22.5628426,89.19086099,1.036,1.496,Slope
3,Polder 7/2,19-Aug-23,20,Embankment to River,417091.7486,495062.0513,22.56286714,89.1908202,1.726,2.186,GL
3,Polder 7/2,19-Aug-23,23,Embankment to River,417089.2405,495063.6952,22.56288186,89.19079572,2.736,3.196,GL
3,Polder 7/2,19-Aug-23,24,Embankment to River,417088.4048,495064.2428,22.56288677,89.19078756,3.306,3.766,GL
3,Polder 7/2,19-Aug-23,25,Embankment to River,417087.5691,495064.7914,22.56289168,89.19077941,2.236,2.696,GL
3,Polder 7/2,19-Aug-23,27,Embankment to River,417085.8967,495065.8866,22.5629015,89.19076308,1.916,2.376,GL
3,Polder 7/2,19-Aug-23,31,Embankment to River,417082.554,495068.0781,22.56292113,89.19073046,1.626,2.086,GL
3,Polder 7/2,19-Aug-23,34,Embankment to River,417080.0459,495069.7219,22.56293585,89.19070598,1.096,1.556,GL
3,Polder 7/2,19-Aug-23,36,Embankment to River,417078.3745,495070.8182,22.56294567,89.19068966,0.616,1.076,GL
3,Polder 7/2,19-Aug-23,38.17,Embankment to River,417076.5601,495072.0072,22.56295633,89.19067195,-1.9,-1.44,River Data
3,Polder 7/2,19-Aug-23,39.677,Embankment to River,417075.3011,495072.8323,22.56296372,89.19065966,-2.2,-1.74,River Data
3,Polder 7/2,19-Aug-23,43.132,Embankment to River,417072.4122,495074.7257,22.56298068,89.19063147,-2.7,-2.24,River Data
3,Polder 7/2,19-Aug-23,47.45,Embankment to River,417068.804,495077.0914,22.56300187,89.19059625,-3.4,-2.94,River Data
3,Polder 7/2,19-Aug-23,49.891,Embankment to River,417066.7636,495078.429,22.56301386,89.19057633,-3.6,-3.14,River Data
3,Polder 7/2,19-Aug-23,52.71,Embankment to River,417064.4065,495079.9738,22.5630277,89.19055333,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,55.358,Embankment to River,417062.1934,495081.4248,22.56304069,89.19053173,-3.9,-3.44,River Data
3,Polder 7/2,19-Aug-23,57.799,Embankment to River,417060.153,495082.7624,22.56305268,89.19051181,-3.9,-3.44,River Data
3,Polder 7/2,19-Aug-23,59.89,Embankment to River,417058.4057,495083.9081,22.56306294,89.19049476,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,62.686,Embankment to River,417056.0683,495085.4396,22.56307666,89.19047194,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,65.992,Embankment to River,417053.3047,495087.2515,22.56309289,89.19044497,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,68.571,Embankment to River,417051.1488,495088.6644,22.56310555,89.19042393,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,73.103,Embankment to River,417047.3601,495091.1477,22.56312779,89.19038695,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,75.696,Embankment to River,417045.1934,495092.5688,22.56314053,89.1903658,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,79.146,Embankment to River,417042.3094,495094.4581,22.56315745,89.19033765,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,82.793,Embankment to River,417039.2606,495096.4567,22.56317536,89.19030789,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,85.243,Embankment to River,417037.2133,495097.7994,22.56318738,89.19028791,-3.8,-3.34,River Data
3,Polder 7/2,19-Aug-23,88.678,Embankment to River,417034.3412,495099.6815,22.56320424,89.19025987,-3.7,-3.24,River Data
3,Polder 7/2,19-Aug-23,93.363,Embankment to River,417030.4261,495102.2483,22.56322724,89.19022166,-3.6,-3.14,River Data
3,Polder 7/2,19-Aug-23,96.812,Embankment to River,417027.5431,495104.1376,22.56324416,89.19019352,-3.5,-3.04,River Data
3,Polder 7/2,19-Aug-23,100.459,Embankment to River,417024.4944,495106.1362,22.56326207,89.19016376,-3.3,-2.84,River Data
3,Polder 7/2,19-Aug-23,103.765,Embankment to River,417021.7308,495107.9482,22.5632783,89.19013679,-3.1,-2.64,River Data
3,Polder 7/2,19-Aug-23,106.35,Embankment to River,417019.571,495109.3641,22.56329098,89.19011571,-2.9,-2.44,River Data
3,Polder 7/2,19-Aug-23,109.794,Embankment to River,417016.6919,495111.2513,22.56330789,89.19008761,-2.8,-2.34,River Data
3,Polder 7/2,19-Aug-23,113.216,Embankment to River,417013.8316,495113.1262,22.56332469,89.19005969,-2.6,-2.14,River Data
3,Polder 7/2,19-Aug-23,116.693,Embankment to River,417010.9249,495115.031,22.56334175,89.19003132,-2.5,-2.04,River Data
3,Polder 7/2,19-Aug-23,119.925,Embankment to River,417008.2235,495116.8017,22.56335761,89.19000495,-2.3,-1.84,River Data
3,Polder 7/2,19-Aug-23,123.374,Embankment to River,417005.3405,495118.692,22.56337455,89.18997681,-2.2,-1.74,River Data
3,Polder 7/2,19-Aug-23,125.382,Embankment to River,417003.6612,495119.7924,22.5633844,89.18996042,-2,-1.54,River Data
3,Polder 7/2,19-Aug-23,128.688,Embankment to River,417000.8986,495121.6033,22.56340063,89.18993346,-1.9,-1.44,River Data
3,Polder 7/2,19-Aug-23,129.835,Embankment to River,416999.9395,495122.2314,22.56340625,89.1899241,-1.8,-1.34,River Data
3,Polder 7/2,19-Aug-23,132.634,Embankment to River,416997.6002,495123.7659,22.56342,89.18990126,-1.6,-1.14,River Data
4,Polder 7/2,20-Aug-23,0,Embankment to River,416509.1678,490887.236,22.5251269,89.18537541,2.745,3.205,Embankment
4,Polder 7/2,20-Aug-23,1.561,Embankment to River,416508.119,490886.0815,22.52511642,89.18536527,2.795,3.255,CL
4,Polder 7/2,20-Aug-23,3.121,Embankment to River,416507.0692,490884.928,22.52510595,89.18535512,2.785,3.245,Embankment
4,Polder 7/2,20-Aug-23,6.243,Embankment to River,416504.9696,490882.6199,22.525085,89.18533483,1.455,1.915,Slope
4,Polder 7/2,20-Aug-23,10.405,Embankment to River,416502.1698,490879.5432,22.52505707,89.18530777,1.373,1.833,Slope
4,Polder 7/2,20-Aug-23,14.567,Embankment to River,416499.371,490876.4664,22.52502914,89.18528072,1.195,1.655,Slope
4,Polder 7/2,20-Aug-23,18.729,Embankment to River,416496.5712,490873.3897,22.52500121,89.18525366,1.255,1.715,GL
4,Polder 7/2,20-Aug-23,22.891,Embankment to River,416493.7724,490870.3129,22.52497328,89.18522661,1.585,2.045,GL
4,Polder 7/2,20-Aug-23,27.053,Embankment to River,416490.9726,490867.2362,22.52494535,89.18519955,1.275,1.735,GL
4,Polder 7/2,20-Aug-23,31.215,Embankment to River,416488.1738,490864.1594,22.52491742,89.1851725,0.945,1.405,GL
4,Polder 7/2,20-Aug-23,35.376,Embankment to River,416485.374,490861.0827,22.52488949,89.18514544,-0.365,0.095,GL
4,Polder 7/2,20-Aug-23,38.498,Embankment to River,416483.2754,490858.7746,22.52486853,89.18512516,1.355,1.815,GL
4,Polder 7/2,20-Aug-23,57.37,Embankment to River,416470.5817,490844.8232,22.52474188,89.18500247,-5.64,-5.18,River Data
4,Polder 7/2,20-Aug-23,60.116,Embankment to River,416468.7356,490842.794,22.52472346,89.18498463,-6.04,-5.58,River Data
4,Polder 7/2,20-Aug-23,62.862,Embankment to River,416466.8875,490840.7628,22.52470502,89.18496677,-6.04,-5.58,River Data
4,Polder 7/2,20-Aug-23,66.59,Embankment to River,416464.38,490838.0071,22.52468001,89.18494253,-6.14,-5.68,River Data
4,Polder 7/2,20-Aug-23,70.484,Embankment to River,416461.7612,490835.1286,22.52465388,89.18491722,-6.14,-5.68,River Data
4,Polder 7/2,20-Aug-23,74.348,Embankment to River,416459.1627,490832.2718,22.52462794,89.18489211,-6.04,-5.58,River Data
4,Polder 7/2,20-Aug-23,78.038,Embankment to River,416456.6808,490829.5446,22.52460319,89.18486812,-5.94,-5.48,River Data
4,Polder 7/2,20-Aug-23,83.078,Embankment to River,416453.2912,490825.8179,22.52456936,89.18483536,-5.84,-5.38,River Data
4,Polder 7/2,20-Aug-23,88.119,Embankment to River,416449.9005,490822.0912,22.52453552,89.18480259,-5.84,-5.38,River Data
4,Polder 7/2,20-Aug-23,90.64,Embankment to River,416448.2047,490820.2279,22.52451861,89.1847862,-5.74,-5.28,River Data
4,Polder 7/2,20-Aug-23,95.666,Embankment to River,416444.8243,490816.5121,22.52448488,89.18475353,-5.74,-5.28,River Data
4,Polder 7/2,20-Aug-23,99.731,Embankment to River,416442.0899,490813.507,22.5244576,89.1847271,-5.64,-5.18,River Data
4,Polder 7/2,20-Aug-23,104.6,Embankment to River,416438.8158,490809.9079,22.52442493,89.18469545,-5.64,-5.18,River Data
4,Polder 7/2,20-Aug-23,108.658,Embankment to River,416436.0865,490806.9078,22.52439769,89.18466908,-5.54,-5.08,River Data
4,Polder 7/2,20-Aug-23,113.533,Embankment to River,416432.8073,490803.3028,22.52436496,89.18463738,-5.54,-5.08,River Data
4,Polder 7/2,20-Aug-23,117.591,Embankment to River,416430.077,490800.3027,22.52433773,89.18461099,-5.54,-5.08,River Data
4,Polder 7/2,20-Aug-23,121.291,Embankment to River,416427.589,490797.5685,22.52431291,89.18458695,-5.44,-4.98,River Data
4,Polder 7/2,20-Aug-23,125.145,Embankment to River,416424.9966,490794.7186,22.52428704,89.18456189,-5.44,-4.98,River Data
4,Polder 7/2,20-Aug-23,130.021,Embankment to River,416421.7174,490791.1136,22.52425431,89.1845302,-5.44,-4.98,River Data
4,Polder 7/2,20-Aug-23,134.276,Embankment to River,416418.8552,490787.9682,22.52422576,89.18450254,-5.34,-4.88,River Data
4,Polder 7/2,20-Aug-23,136.435,Embankment to River,416417.4037,490786.3719,22.52421127,89.18448851,-5.44,-4.98,River Data
4,Polder 7/2,20-Aug-23,141.469,Embankment to River,416414.0182,490782.6511,22.52417749,89.18445579,-5.34,-4.88,River Data
4,Polder 7/2,20-Aug-23,145.362,Embankment to River,416411.3993,490779.7727,22.52415136,89.18443048,-5.04,-4.58,River Data
4,Polder 7/2,20-Aug-23,150.403,Embankment to River,416408.0087,490776.046,22.52411753,89.18439771,-4.94,-4.48,River Data
4,Polder 7/2,20-Aug-23,154.461,Embankment to River,416405.2794,490773.0468,22.5240903,89.18437133,-4.84,-4.38,River Data
4,Polder 7/2,20-Aug-23,159.336,Embankment to River,416402.0002,490769.4419,22.52405758,89.18433963,-4.54,-4.08,River Data
4,Polder 7/2,20-Aug-23,164.37,Embankment to River,416398.6146,490765.7201,22.52402379,89.18430691,-4.54,-4.08,River Data
4,Polder 7/2,20-Aug-23,168.428,Embankment to River,416395.8853,490762.7199,22.52399656,89.18428053,-4.45,-3.99,River Data
4,Polder 7/2,20-Aug-23,173.304,Embankment to River,416392.6061,490759.116,22.52396384,89.18424884,-4.45,-3.99,River Data
4,Polder 7/2,20-Aug-23,178.338,Embankment to River,416389.2206,490755.3942,22.52393005,89.18421612,-4.35,-3.89,River Data
4,Polder 7/2,20-Aug-23,181.03,Embankment to River,416387.4092,490753.4043,22.52391199,89.18419861,-4.35,-3.89,River Data
4,Polder 7/2,20-Aug-23,185.906,Embankment to River,416384.13,490749.7994,22.52387926,89.18416692,-4.35,-3.89,River Data
4,Polder 7/2,20-Aug-23,190.946,Embankment to River,416380.7394,490746.0737,22.52384544,89.18413415,-4.25,-3.79,River Data
4,Polder 7/2,20-Aug-23,194.826,Embankment to River,416378.1307,490743.205,22.5238194,89.18410894,-4.25,-3.79,River Data
4,Polder 7/2,20-Aug-23,198.884,Embankment to River,416375.4014,490740.2059,22.52379217,89.18408256,-4.15,-3.69,River Data
4,Polder 7/2,20-Aug-23,203.759,Embankment to River,416372.1222,490736.6009,22.52375945,89.18405087,-4.05,-3.59,River Data
4,Polder 7/2,20-Aug-23,207.653,Embankment to River,416369.5033,490733.7225,22.52373332,89.18402556,-3.85,-3.39,River Data
4,Polder 7/2,20-Aug-23,211.539,Embankment to River,416366.8896,490730.8499,22.52370724,89.18400029,-3.65,-3.19,River Data
4,Polder 7/2,20-Aug-23,217.786,Embankment to River,416362.6873,490726.2319,22.52366532,89.18395968,-3.45,-2.99,River Data
4,Polder 7/2,20-Aug-23,222.236,Embankment to River,416359.6943,490722.9411,22.52363544,89.18393075,-3.15,-2.69,River Data
4,Polder 7/2,20-Aug-23,225.965,Embankment to River,416357.1858,490720.1844,22.52361042,89.18390651,-2.65,-2.19,River Data
4,Polder 7/2,20-Aug-23,228.869,Embankment to River,416355.2334,490718.0373,22.52359093,89.18388764,-2.35,-1.89,River Data
4,Polder 7/2,20-Aug-23,232.769,Embankment to River,416352.6104,490715.155,22.52356476,89.18386229,-1.95,-1.49,River Data
4,Polder 7/2,20-Aug-23,236.882,Embankment to River,416349.8443,490712.1145,22.52353716,89.18383555,-1.55,-1.09,River Data
4,Polder 7/2,20-Aug-23,240.056,Embankment to River,416347.709,490709.7672,22.52351585,89.18381492,-0.65,-0.19,River Data
5,Polder 7/2,20-Aug-23,0,Embankment to River,416742.9309,490783.5643,22.52420191,89.18765382,3.04,3.5,Embankment
5,Polder 7/2,20-Aug-23,1.536,Embankment to River,416742.1843,490782.2228,22.52418975,89.18764664,3.21,3.67,CL
5,Polder 7/2,20-Aug-23,3.072,Embankment to River,416741.4366,490780.8812,22.5241776,89.18763944,3.04,3.5,Embankment
5,Polder 7/2,20-Aug-23,6.144,Embankment to River,416739.9433,490778.1992,22.5241533,89.18762506,1.54,2,Slope
5,Polder 7/2,20-Aug-23,11.264,Embankment to River,416737.4534,490773.7287,22.52411279,89.18760108,0.71,1.17,Slope
5,Polder 7/2,20-Aug-23,16.384,Embankment to River,416734.9635,490769.2582,22.52407229,89.18757711,1.45,1.91,GL
5,Polder 7/2,20-Aug-23,26.624,Embankment to River,416729.9848,490760.3173,22.52399128,89.18752917,1.48,1.94,GL
5,Polder 7/2,20-Aug-23,31.743,Embankment to River,416727.4949,490755.8468,22.52395077,89.1875052,1.58,2.04,GL
5,Polder 7/2,20-Aug-23,36.863,Embankment to River,416725.005,490751.3753,22.52391026,89.18748123,1.49,1.95,GL
5,Polder 7/2,20-Aug-23,41.983,Embankment to River,416722.5151,490746.9048,22.52386976,89.18745725,1.48,1.94,GL
5,Polder 7/2,20-Aug-23,47.103,Embankment to River,416720.0252,490742.4344,22.52382925,89.18743328,1.31,1.77,GL
5,Polder 7/2,20-Aug-23,52.223,Embankment to River,416717.5354,490737.9639,22.52378875,89.18740931,0.65,1.11,GL
5,Polder 7/2,20-Aug-23,57.343,Embankment to River,416715.0465,490733.4934,22.52374824,89.18738534,0.49,0.95,GL
5,Polder 7/2,20-Aug-23,62.463,Embankment to River,416712.5566,490729.0229,22.52370774,89.18736137,-1.66,-1.2,River Data
5,Polder 7/2,20-Aug-23,71.015,Embankment to River,416708.3972,490721.555,22.52364007,89.18732132,-4.6,-4.14,River Data
5,Polder 7/2,20-Aug-23,75.633,Embankment to River,416706.152,490717.5235,22.52360355,89.1872997,-5.9,-5.44,River Data
5,Polder 7/2,20-Aug-23,81.462,Embankment to River,416703.3178,490712.4341,22.52355743,89.18727242,-7.38,-6.92,River Data
5,Polder 7/2,20-Aug-23,83.915,Embankment to River,416702.1252,490710.2918,22.52353802,89.18726093,-7.28,-6.82,River Data
5,Polder 7/2,20-Aug-23,88.803,Embankment to River,416699.7474,490706.023,22.52349935,89.18723804,-7.58,-7.12,River Data
5,Polder 7/2,20-Aug-23,92.858,Embankment to River,416697.776,490702.4828,22.52346727,89.18721906,-7.88,-7.42,River Data
5,Polder 7/2,20-Aug-23,96.131,Embankment to River,416696.1842,490699.6248,22.52344138,89.18720373,-7.88,-7.42,River Data
5,Polder 7/2,20-Aug-23,100.312,Embankment to River,416694.1516,490695.9738,22.5234083,89.18718416,-7.88,-7.42,River Data
5,Polder 7/2,20-Aug-23,105.083,Embankment to River,416691.8308,490691.8079,22.52337055,89.18716182,-7.68,-7.22,River Data
5,Polder 7/2,20-Aug-23,108.585,Embankment to River,416690.128,490688.7501,22.52334285,89.18714542,-7.58,-7.12,River Data
5,Polder 7/2,20-Aug-23,113.23,Embankment to River,416687.8693,490684.6938,22.52330609,89.18712367,-7.58,-7.12,River Data
5,Polder 7/2,20-Aug-23,117.299,Embankment to River,416685.8907,490681.1418,22.52327391,89.18710462,-7.58,-7.12,River Data
5,Polder 7/2,20-Aug-23,122.191,Embankment to River,416683.5118,490676.869,22.5232352,89.18708172,-7.58,-7.12,River Data
5,Polder 7/2,20-Aug-23,126.373,Embankment to River,416681.4782,490673.2181,22.52320212,89.18706214,-7.48,-7.02,River Data
5,Polder 7/2,20-Aug-23,131.135,Embankment to River,416679.1625,490669.06,22.52316444,89.18703984,-7.38,-6.92,River Data
5,Polder 7/2,20-Aug-23,136.027,Embankment to River,416676.7836,490664.7883,22.52312574,89.18701694,-7.28,-6.82,River Data
5,Polder 7/2,20-Aug-23,138.701,Embankment to River,416675.4832,490662.4532,22.52310458,89.18700442,-7.28,-6.82,River Data
5,Polder 7/2,20-Aug-23,143.36,Embankment to River,416673.2183,490658.386,22.52306773,89.18698261,-7.18,-6.72,River Data
5,Polder 7/2,20-Aug-23,147.424,Embankment to River,416671.2418,490654.8369,22.52303558,89.18696358,-6.88,-6.42,River Data
5,Polder 7/2,20-Aug-23,152.312,Embankment to River,416668.865,490650.5691,22.52299691,89.1869407,-6.78,-6.32,River Data
5,Polder 7/2,20-Aug-23,156.362,Embankment to River,416666.8946,490647.0319,22.52296486,89.18692172,-6.58,-6.12,River Data
5,Polder 7/2,20-Aug-23,161.251,Embankment to River,416664.5178,490642.7641,22.52292619,89.18689884,-6.48,-6.02,River Data
5,Polder 7/2,20-Aug-23,165.315,Embankment to River,416662.5412,490639.215,22.52289403,89.18687981,-6.18,-5.72,River Data
5,Polder 7/2,20-Aug-23,170.765,Embankment to River,416659.8916,490634.4558,22.52285091,89.1868543,-5.98,-5.52,River Data
5,Polder 7/2,20-Aug-23,175.171,Embankment to River,416657.7491,490630.6082,22.52281605,89.18683367,-5.68,-5.22,River Data
5,Polder 7/2,20-Aug-23,177.498,Embankment to River,416656.6167,490628.5766,22.52279764,89.18682277,-5.38,-4.92,River Data
5,Polder 7/2,20-Aug-23,181.679,Embankment to River,416654.5842,490624.9256,22.52276456,89.1868032,-5.08,-4.62,River Data
5,Polder 7/2,20-Aug-23,186.45,Embankment to River,416652.2633,490620.7597,22.52272682,89.18678085,-4.69,-4.23,River Data
5,Polder 7/2,20-Aug-23,190.506,Embankment to River,416650.2919,490617.2185,22.52269473,89.18676187,-4.29,-3.83,River Data
5,Polder 7/2,20-Aug-23,194.687,Embankment to River,416648.2584,490613.5675,22.52266165,89.18674229,-3.79,-3.33,River Data
5,Polder 7/2,20-Aug-23,199.467,Embankment to River,416645.9344,490609.3936,22.52262384,89.18671992,-3.59,-3.13,River Data
5,Polder 7/2,20-Aug-23,203.522,Embankment to River,416643.962,490605.8535,22.52259176,89.18670093,-3.09,-2.63,River Data
5,Polder 7/2,20-Aug-23,210.03,Embankment to River,416640.797,490600.1699,22.52254027,89.18667045,-2.59,-2.13,River Data
