SectionID,PolderID,SurveyDate,Dist,Direction,Easting,Northing,Lat,Lon,mSoB,mPWD,Remarks,KMChainage
Xs_4_5,4,22/06/2022,15,Country Side to River Side,416693.0127,493208.2826,22.54610206,89.18704053,0.345,0.805,Fishing Project,Km. 2.000
Xs_4_5,4,22/06/2022,20,Country Side to River Side,416698.0077,493208.1323,22.54610094,89.18708911,0.931,1.391,Toe,Km. 2.000
Xs_4_5,4,22/06/2022,22,Country Side to River Side,416700.0041,493208.0846,22.54610061,89.18710853,1.921,2.381,Slope,Km. 2.000
Xs_4_5,4,22/06/2022,24,Country Side to River Side,416702.0032,493208.0245,22.54610017,89.18712797,3.492,3.952,Edge of Embankment,Km. 2.000
Xs_4_5,4,22/06/2022,25.25,Country Side to River Side,416703.2513,493207.987,22.54609989,89.18714011,3.539,3.999,C/L,Km. 2.000
Xs_4_5,4,22/06/2022,26.5,Country Side to River Side,416704.5023,493207.9525,22.54609964,89.18715228,3.483,3.943,Edge of Embankment,Km. 2.000
Xs_4_5,4,22/06/2022,28,Country Side to River Side,416705.9987,493207.9136,22.54609936,89.18716683,2.705,3.165,Slope,Km. 2.000
Xs_4_5,4,22/06/2022,30,Country Side to River Side,416707.998,493207.8535,22.54609892,89.18718628,1.465,1.925,Toe,Km. 2.000
Xs_4_5,4,22/06/2022,35,Country Side to River Side,416712.993,493207.7126,22.54609789,89.18723486,1.235,1.695,Char,Km. 2.000
Xs_4_5,4,22/06/2022,40,Country Side to River Side,416717.988,493207.5716,22.54609686,89.18728344,0.465,0.925,B/L,Km. 2.000
Xs_4_5,4,22/06/2022,45,Country Side to River Side,416722.9831,493207.4214,22.54609575,89.18733203,-0.055,0.405,Slope,Km. 2.000
Xs_4_5,4,22/06/2022,50,Country Side to River Side,416727.9782,493207.2805,22.54609472,89.18738061,-0.715,-0.255,Slope,Km. 2.000
Xs_4_5,4,22/06/2022,55,Country Side to River Side,416732.9761,493207.1426,22.54609372,89.18742922,-0.765,-0.305,Slope,Km. 2.000
Xs_4_6,4,22/06/2022,0,Country Side to River Side,416623.869,492712.1836,22.54161733,89.18639439,1.384,1.844,H/S,Km. 2.500
Xs_4_6,4,22/06/2022,5,Country Side to River Side,416628.8006,492711.3665,22.54161019,89.18644239,1.334,1.794,H/S,Km. 2.500
Xs_4_6,4,22/06/2022,10,Country Side to River Side,416633.7321,492710.5463,22.54160303,89.18649039,1.324,1.784,H/S,Km. 2.500
Xs_4_6,4,22/06/2022,15,Country Side to River Side,416638.6552,492709.7292,22.54159589,89.18653831,1.424,1.884,H/S,Km. 2.500
Xs_4_6,4,22/06/2022,20,Country Side to River Side,416643.5867,492708.909,22.54158872,89.18658631,1.884,2.344,Toe,Km. 2.500
Xs_4_6,4,22/06/2022,22,Country Side to River Side,416645.5587,492708.5784,22.54158583,89.1866055,2.934,3.394,Slope,Km. 2.500
Xs_4_6,4,22/06/2022,24,Country Side to River Side,416647.5307,492708.251,22.54158297,89.18662469,3.684,4.144,Edge of Embankment,Km. 2.500
Xs_4_6,4,22/06/2022,25,Country Side to River Side,416648.5183,492708.0918,22.54158158,89.18663431,3.794,4.254,C/L,Km. 2.500
Xs_4_6,4,22/06/2022,26,Country Side to River Side,416649.5058,492707.9297,22.54158017,89.18664392,3.534,3.994,Edge of Embankment,Km. 2.500
Xs_4_6,4,22/06/2022,27,Country Side to River Side,416650.4903,492707.7613,22.54157869,89.1866535,2.734,3.194,Slope,Km. 2.500
Xs_4_6,4,22/06/2022,29,Country Side to River Side,416652.4623,492707.4308,22.54157581,89.18667269,2.134,2.594,Toe,Km. 2.500
Xs_4_6,4,22/06/2022,35,Country Side to River Side,416658.3814,492706.4514,22.54156725,89.18673031,1.934,2.394,G/L,Km. 2.500
Xs_4_6,4,22/06/2022,40,Country Side to River Side,416663.3044,492705.6343,22.54156011,89.18677822,1.834,2.294,G/L,Km. 2.500
Xs_4_6,4,22/06/2022,45,Country Side to River Side,416668.2359,492704.8141,22.54155294,89.18682622,1.824,2.284,G/L,Km. 2.500
Xs_4_6,4,22/06/2022,50,Country Side to River Side,416673.1675,492703.997,22.54154581,89.18687422,1.824,2.284,G/L,Km. 2.500
Xs_4_7,4,22/06/2022,0,Country Side to River Side,416542.741,492233.9276,22.53729319,89.18563081,0.298,0.758,Fishing Project,Km. 3.000
Xs_4_7,4,22/06/2022,5,Country Side to River Side,416546.8417,492231.0671,22.53726756,89.18567083,0.278,0.738,Fishing Project,Km. 3.000
Xs_4_7,4,22/06/2022,10,Country Side to River Side,416550.9425,492228.2064,22.53724192,89.18571086,0.268,0.728,Fishing Project,Km. 3.000
Xs_4_7,4,22/06/2022,15,Country Side to River Side,416555.0433,492225.3549,22.53721636,89.18575089,0.156,0.616,Fishing Project,Km. 3.000
Xs_4_7,4,22/06/2022,20,Country Side to River Side,416559.1441,492222.4943,22.53719072,89.18579092,1.158,1.618,Toe,Km. 3.000
Xs_4_7,4,22/06/2022,22,Country Side to River Side,416560.7804,492221.3506,22.53718047,89.18580689,2.228,2.688,Slope,Km. 3.000
Xs_4_7,4,22/06/2022,24,Country Side to River Side,416562.4167,492220.207,22.53717022,89.18582286,2.868,3.328,Slope,Km. 3.000
Xs_4_7,4,22/06/2022,26,Country Side to River Side,416564.0644,492219.0664,22.53716,89.18583894,3.42,3.88,Edge of Embankment,Km. 3.000
Xs_4_7,4,22/06/2022,27.5,Country Side to River Side,416565.2881,492218.211,22.53715233,89.18585089,3.615,4.075,C/L,Km. 3.000
Xs_4_7,4,22/06/2022,29,Country Side to River Side,416566.5203,492217.3463,22.53714458,89.18586292,3.478,3.938,Edge of Embankment,Km. 3.000
Xs_4_7,4,22/06/2022,31,Country Side to River Side,416568.1652,492216.2027,22.53713433,89.18587897,2.815,3.275,Slope,Km. 3.000
Xs_4_7,4,22/06/2022,33,Country Side to River Side,416569.8015,492215.0621,22.53712411,89.18589494,1.638,2.098,Toe,Km. 3.000
Xs_4_7,4,22/06/2022,38,Country Side to River Side,416573.9023,492212.2108,22.53709856,89.18593497,1.518,1.978,G/L,Km. 3.000
Xs_4_7,4,22/06/2022,43,Country Side to River Side,416578.006,492209.3501,22.53707292,89.18597503,1.358,1.818,G/L,Km. 3.000
Xs_4_7,4,22/06/2022,48,Country Side to River Side,416582.0953,492206.4987,22.53704736,89.18601494,2.298,2.758,G/L,Km. 3.000
Xs_4_7,4,22/06/2022,55,Country Side to River Side,416587.8439,492202.4944,22.53701147,89.18607106,2.318,2.778,G/L,Km. 3.000
Xs_4_8,4,22/06/2022,0,Country Side to River Side,416145.918,491977.1158,22.53495381,89.18178572,0.522,0.982,G/L,Km. 3.500
Xs_4_8,4,22/06/2022,5,Country Side to River Side,416149.3231,491973.45,22.53492086,89.18181903,0.502,0.962,G/L,Km. 3.500
Xs_4_8,4,22/06/2022,10,Country Side to River Side,416152.7282,491969.7935,22.534888,89.18185233,0.502,0.962,G/L,Km. 3.500
Xs_4_8,4,22/06/2022,15,Country Side to River Side,416156.1362,491966.134,22.53485511,89.18188567,0.592,1.052,G/L,Km. 3.500
Xs_4_8,4,22/06/2022,20,Country Side to River Side,416159.5412,491962.4775,22.53482225,89.18191897,1.382,1.842,Toe,Km. 3.500
Xs_4_8,4,22/06/2022,22,Country Side to River Side,416160.9016,491961.0124,22.53480908,89.18193228,2.382,2.842,Slope,Km. 3.500
Xs_4_8,4,22/06/2022,24,Country Side to River Side,416162.2618,491959.5535,22.53479597,89.18194558,3.702,4.162,Edge of Embankment,Km. 3.500
Xs_4_8,4,22/06/2022,25.5,Country Side to River Side,416163.2786,491958.4532,22.53478608,89.18195553,3.722,4.182,C/L,Km. 3.500
Xs_4_8,4,22/06/2022,27,Country Side to River Side,416164.3066,491957.3528,22.53477619,89.18196558,3.738,4.198,Edge of Embankment,Km. 3.500
Xs_4_8,4,22/06/2022,30,Country Side to River Side,416166.34,491955.1646,22.53475653,89.18198547,2.382,2.842,Toe,Km. 3.500
Xs_4_8,4,22/06/2022,35,Country Side to River Side,416169.7451,491951.5081,22.53472367,89.18201878,1.482,1.942,B/L,Km. 3.500
Xs_4_8,4,22/06/2022,40,Country Side to River Side,416173.153,491947.8393,22.53469069,89.18205211,0.482,0.942,Slope,Km. 3.500
Xs_4_8,4,22/06/2022,45,Country Side to River Side,416176.5581,491944.1828,22.53465783,89.18208542,-0.722,-0.262,Slope,Km. 3.500
Xs_4_9,4,22/06/2022,0,Country Side to River Side,415840.9971,491609.3047,22.53161622,89.17884033,1.798,2.258,H/S,Km. 4.000
Xs_4_9,4,22/06/2022,5,Country Side to River Side,415845.3141,491606.7901,22.53159372,89.17888244,1.358,1.818,H/S,Km. 4.000
Xs_4_9,4,22/06/2022,10,Country Side to River Side,415849.6339,491604.2818,22.53157128,89.17892458,1.238,1.698,Low Land,Km. 4.000
Xs_4_9,4,22/06/2022,15,Country Side to River Side,415853.9509,491601.7672,22.53154878,89.17896669,0.903,1.363,Low Land,Km. 4.000
Xs_4_9,4,22/06/2022,20,Country Side to River Side,415858.268,491599.2527,22.53152628,89.17900881,1.138,1.598,Toe,Km. 4.000
Xs_4_9,4,22/06/2022,22,Country Side to River Side,415859.9992,491598.2469,22.53151728,89.17902569,2.081,2.541,Slope,Km. 4.000
Xs_4_9,4,22/06/2022,24,Country Side to River Side,415861.7278,491597.2441,22.53150831,89.17904256,3.252,3.712,Edge of Embankment,Km. 4.000
Xs_4_9,4,22/06/2022,26,Country Side to River Side,415863.4563,491596.2383,22.53149931,89.17905942,3.576,4.036,C/L,Km. 4.000
Xs_4_9,4,22/06/2022,28,Country Side to River Side,415865.1848,491595.2355,22.53149033,89.17907628,3.596,4.056,Edge of Embankment,Km. 4.000
Xs_4_9,4,22/06/2022,30,Country Side to River Side,415866.9162,491594.2296,22.53148133,89.17909317,1.888,2.348,Slope,Km. 4.000
Xs_4_9,4,22/06/2022,33,Country Side to River Side,415869.5046,491592.7179,22.53146781,89.17911842,1.108,1.568,Toe,Km. 4.000
Xs_4_9,4,22/06/2022,36,Country Side to River Side,415872.0931,491591.2153,22.53145436,89.17914367,0.123,0.583,WL,Km. 4.000
Xs_4_9,4,22/06/2022,40,Country Side to River Side,415875.5501,491589.1976,22.53143631,89.17917739,-1.762,-1.302,River,Km. 4.000
Xs_4_10,4,22/06/2022,0,Country Side to River Side,415637.0004,491302.7347,22.52883681,89.17687314,0.472,0.932,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,5,Country Side to River Side,415641.5314,491304.8531,22.52885617,89.17691708,0.572,1.032,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,10,Country Side to River Side,415646.051,491306.9622,22.52887544,89.17696092,0.492,0.952,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,15,Country Side to River Side,415650.582,491309.0807,22.52889481,89.17700486,0.612,1.072,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,20,Country Side to River Side,415655.1132,491311.1991,22.52891417,89.17704881,1.052,1.512,Toe,Km. 4.500
Xs_4_10,4,22/06/2022,22,Country Side to River Side,415656.9203,491312.0409,22.52892186,89.17706633,3.112,3.572,Edge of Embankment,Km. 4.500
Xs_4_10,4,22/06/2022,23,Country Side to River Side,415657.8283,491312.4634,22.52892572,89.17707514,3.152,3.612,C/L,Km. 4.500
Xs_4_10,4,22/06/2022,24,Country Side to River Side,415658.7362,491312.8858,22.52892958,89.17708394,3.092,3.552,Edge of Embankment,Km. 4.500
Xs_4_10,4,22/06/2022,27,Country Side to River Side,415661.4514,491314.1593,22.52894122,89.17711028,0.652,1.112,Toe,Km. 4.500
Xs_4_10,4,22/06/2022,30,Country Side to River Side,415664.1666,491315.4237,22.52895278,89.17713661,0.341,0.801,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,35,Country Side to River Side,415668.6977,491317.5421,22.52897214,89.17718056,0.342,0.802,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,40,Country Side to River Side,415673.2287,491319.6513,22.52899142,89.1772245,0.332,0.792,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,45,Country Side to River Side,415677.7482,491321.7698,22.52901078,89.17726833,0.412,0.872,Fishing Project,Km. 4.500
Xs_4_10,4,22/06/2022,50,Country Side to River Side,415682.2793,491323.879,22.52903006,89.17731228,0.292,0.752,Fishing Project,Km. 4.500
Xs_4_11,4,23/06/2022,0,Country Side to River Side,415841.4167,490899.0984,22.52520086,89.17888233,0.969,1.429,Low Land,Km. 5.000
Xs_4_11,4,23/06/2022,5,Country Side to River Side,415846.1282,490900.7516,22.52521603,89.17892806,0.928,1.388,Low Land,Km. 5.000
Xs_4_11,4,23/06/2022,10,Country Side to River Side,415850.851,490902.3985,22.52523114,89.17897389,0.829,1.289,Low Land,Km. 5.000
Xs_4_11,4,23/06/2022,15,Country Side to River Side,415855.5709,490904.0517,22.52524631,89.17901969,0.869,1.329,Low Land,Km. 5.000
Xs_4_11,4,23/06/2022,20,Country Side to River Side,415860.2852,490905.6955,22.52526139,89.17906544,0.839,1.299,Low Land,Km. 5.000
Xs_4_11,4,23/06/2022,25,Country Side to River Side,415865.0052,490907.3516,22.52527658,89.17911125,1.239,1.699,Toe,Km. 5.000
Xs_4_11,4,23/06/2022,27,Country Side to River Side,415866.8886,490908.0025,22.52528256,89.17912953,2.693,3.153,Slope,Km. 5.000
Xs_4_11,4,23/06/2022,29,Country Side to River Side,415868.7806,490908.6656,22.52528864,89.17914789,3.479,3.939,Edge of Embankment,Km. 5.000
Xs_4_11,4,23/06/2022,30.5,Country Side to River Side,415870.189,490909.1652,22.52529322,89.17916156,3.472,3.932,C/L,Km. 5.000
Xs_4_11,4,23/06/2022,32,Country Side to River Side,415871.6086,490909.6587,22.52529775,89.17917533,3.485,3.945,Edge of Embankment,Km. 5.000
Xs_4_11,4,23/06/2022,33,Country Side to River Side,415872.5446,490909.9887,22.52530078,89.17918442,3.149,3.609,H/S,Km. 5.000
Xs_4_11,4,23/06/2022,40,Country Side to River Side,415879.1509,490912.2956,22.52532194,89.17924853,3.019,3.479,H/S,Km. 5.000
Xs_4_11,4,23/06/2022,42,Country Side to River Side,415881.0429,490912.9588,22.52532803,89.17926689,3.009,3.469,H/S,Km. 5.000
Xs_4_11,4,23/06/2022,45,Country Side to River Side,415883.8708,490913.9396,22.52533703,89.17929433,1.019,1.479,Low Land,Km. 5.000
Xs_4_11,4,23/06/2022,50,Country Side to River Side,415888.5937,490915.5957,22.52535222,89.17934017,0.829,1.289,Low Land,Km. 5.000
Xs_4_11,4,23/06/2022,60,Country Side to River Side,415898.025,490918.8958,22.5253825,89.17943169,0.809,1.269,Low Land,Km. 5.000
Xs_4_12,4,23/06/2022,0,Country Side to River Side,416040.2633,490440.9716,22.52107239,89.18084017,0.189,0.649,Low Land,Km. 5.500
Xs_4_12,4,23/06/2022,5,Country Side to River Side,416044.9666,490442.6678,22.52108794,89.18088581,0.169,0.629,Low Land,Km. 5.500
Xs_4_12,4,23/06/2022,10,Country Side to River Side,416049.6697,490444.361,22.52110347,89.18093144,0.129,0.589,Low Land,Km. 5.500
Xs_4_12,4,23/06/2022,15,Country Side to River Side,416054.3615,490446.0666,22.52111911,89.18097697,0.169,0.629,Low Land,Km. 5.500
Xs_4_12,4,23/06/2022,20,Country Side to River Side,416059.0647,490447.763,22.52113467,89.18102261,0.176,0.636,Low Land,Km. 5.500
Xs_4_12,4,23/06/2022,21,Country Side to River Side,416060.0008,490448.1023,22.52113778,89.18103169,1.289,1.749,Low Land,Km. 5.500
Xs_4_12,4,23/06/2022,26,Country Side to River Side,416064.704,490449.7985,22.52115333,89.18107733,1.389,1.849,Toe,Km. 5.500
Xs_4_12,4,23/06/2022,27.5,Country Side to River Side,416066.1124,490450.3106,22.52115803,89.181091,2.189,2.649,Slope,Km. 5.500
Xs_4_12,4,23/06/2022,29,Country Side to River Side,416067.5236,490450.8133,22.52116264,89.18110469,3.189,3.649,Edge of Embankment,Km. 5.500
Xs_4_12,4,23/06/2022,30.5,Country Side to River Side,416068.932,490451.3222,22.52116731,89.18111836,3.279,3.739,C/L,Km. 5.500
Xs_4_12,4,23/06/2022,32,Country Side to River Side,416070.3434,490451.8341,22.521172,89.18113206,3.189,3.649,Edge of Embankment,Km. 5.500
Xs_4_12,4,23/06/2022,33.5,Country Side to River Side,416071.7517,490452.3461,22.52117669,89.18114572,2.189,2.649,Slope,Km. 5.500
Xs_4_12,4,23/06/2022,35,Country Side to River Side,416073.1601,490452.8489,22.52118131,89.18115939,1.689,2.149,Toe,Km. 5.500
Xs_4_12,4,23/06/2022,40,Country Side to River Side,416077.8634,490454.5544,22.52119694,89.18120503,0.789,1.249,G/L,Km. 5.500
Xs_4_12,4,23/06/2022,45,Country Side to River Side,416082.5666,490456.2476,22.52121247,89.18125067,0.689,1.149,G/L,Km. 5.500
Xs_4_12,4,23/06/2022,50,Country Side to River Side,416087.2698,490457.944,22.52122803,89.18129631,0.729,1.189,G/L,Km. 5.500
Xs_4_12,4,23/06/2022,55,Country Side to River Side,416091.9701,490459.6373,22.52124356,89.18134192,0.819,1.279,G/L,Km. 5.500
Xs_4_12,4,23/06/2022,60,Country Side to River Side,416096.6647,490461.3336,22.52125911,89.18138747,0.929,1.389,G/L,Km. 5.500
Xs_4_13,4,23/06/2022,0,Country Side to River Side,416477.7891,490157.7488,22.51853558,89.18510922,0.373,0.833,Low Land,Km. 6.000
